prices,address,zip code,beds,baths,sqft,type
449900, 84 SW Beddington Cir NE Calgary AB T3K 1K6 ,T3K,4,3,1281,House
449900, 324 N Copperstone Mnr SE Calgary AB T2Z 5G3 ,T2Z,2,3,1300,House
449000, 63 N Cramond Grn SE Calgary AB T3M 1J9 ,T3M,3,3,1142,House
445000, 60 E 24th Ave SW #504 Calgary AB T2S 3C9 ,T2S,2,2,1179,Apartment
444900, 248 S Whitehorn Cres NE Calgary AB T1Y 1X8 ,T1Y,3,3,1129,House
435000, 2025 New Brighton Park SE Calgary AB T2Z 1B1 ,T2Z,3,2,1229,House
434900, 7525 N 37th Ave NW Calgary AB T3B 1W8 ,T3B,5,2,849,House
432900, 715 NE 2nd Ave NW #1 Calgary AB T2N 0E4 ,T2N,3,2,1234,Townhouse
425000, 7830 S Ranchview Dr NW Calgary AB T3G 1X8 ,T3G,3,3,1456,House
424900, 20 Dover Ridge Pl SE Calgary AB T2B 2B9 ,T2B,4,2,1018,House
419900, 4-177 9th St NE #4 Calgary AB T2E 4K5 ,T2E,2,2,952,Condo
415000, 55 W McKernan Rd SE Calgary AB T2Z 1S7 ,T2Z,3,2,1150,House
409000, 22 S Aspen Hills Grn SW Calgary AB T3H 0R7 ,T3H,2,3,1112,Townhouse
399900, 5616 S 14th Ave SW #27 Calgary AB T3H 3P9 ,T3H,3,3,1267,Townhouse
399900, 20 S Seton Park SE #404 Calgary AB T3M 2V4 ,T3M,3,2,1141,Apartment
399000, 182 E Erin Grv SE Calgary AB T2B 3L3 ,T2B,3,2,1348,House
384900, 916 Memorial Dr NW #505 Calgary AB T2N 3C9 ,T2N,2,1,775,Apartment
380000, 110 NW Chaparral Valley Gdns SE Calgary AB T2X 0P9 ,T2X,3,3,1258,Townhouse
380000, 1403 W Evanston Sq NW Calgary AB T3P 0G9 ,T3P,2,3,1272,Townhouse
380000, 506 SW Nolan Hill Blvd NW Calgary AB T3R 0X2 ,T3R,2,3,1255,Townhouse
369900, 139 S Bergen Cres NW Calgary AB T3K 1J2 ,T3K,3,2,896,House
369900, 11 N Chapalina Sq SE Calgary AB T2X 0J4 ,T2X,3,3,1233,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
365000, 61 S Redstone Cir NE Calgary AB T3N 0M8 ,T3N,2,3,1388,Townhouse
364900, 308-2505 17th Ave SW #308 Calgary AB T3E 0C1 ,T3E,2,2,1000,Condo
364800, 208-2426 34th Ave SW #208 Calgary AB T2T 2B4 ,T2T,2,2,967,Condo
364800, 2426 W 34th Ave SW #208 Calgary AB T2T 2C8 ,T2T,2,2,967,Townhouse
359900, 881 N 15th Ave SW #104 Calgary AB T2R 1R8 ,T2R,2,2,950,Apartment
349900, 4250 S Seton Dr SE #408 Calgary AB T3M 3B7 ,T3M,2,2,1065,Apartment
349900, 101 N Deer Ridge Clos SE Calgary AB T2J 7C2 ,T2J,2,2,1034,House
349900, 623 N Hawkstone Mnr NW Calgary AB T3G 3X2 ,T3G,3,3,1374,Townhouse
348000, 730 N 5th St NE #207 Calgary AB T2E 3W8 ,T2E,1,2,746,Apartment
345000, 15 Royal Birch Mount Calgary AB T3G 5W7 ,T3G,2,2,1140,Townhouse
330000, 250 W Sage Valley Rd NW #1002 Calgary AB T3R 0R6 ,T3R,2,2,1018,Townhouse
330000, 636 NE Copperpond Blvd SE Calgary AB T2Z 5B9 ,T2Z,2,3,1047,Townhouse
329000, 96 S Country Village Ln NE Calgary AB T3K 0E8 ,T3K,3,3,1174,Townhouse
320000, 1809 S Copperfield Blvd SE Calgary AB T2Z 0Y8 ,T2Z,3,4,1264,Townhouse
315000, 14645 E 6th St SW #2007 Calgary AB T2Y 3S1 ,T2Y,2,2,1415,Townhouse
314900, 1020 S 14th Ave SW #203 Calgary AB T2R 0P1 ,T2R,2,1,1177,Apartment
309900, 50 Somervale Park SW Calgary AB T2Y 3J4 ,T2Y,2,1,933,Townhouse
309900, 190 S Mount Aberdeen Mnr SE Calgary AB T2Z 3N8 ,T2Z,3,2,1203,Townhouse
269900, 140 SW Rockyledge Vw NW #14 Calgary AB T3G 5Y4 ,T3G,2,2,907,Townhouse
259900, 15 S Saddlestone Way NE #213 Calgary AB T3J 0S3 ,T3J,2,2,954,Apartment
259900, 279 E Copperpond Cmn SE #5110 Calgary AB T2Z 1J6 ,T2Z,2,2,771,House
250000, 11811 E Lake Fraser Dr SE #3405 Calgary AB T2J 7J4 ,T2J,2,2,966,Apartment
249900, 647 N 1st Ave NE #202 Calgary AB T2E 0B5 ,T2E,2,1,820,Apartment
249900, 1704-738 3rd Ave SW #1704 Calgary AB T2P 0E7 ,T2P,2,1,1157,Condo
240000, 302 Skyview Ranch Dr NE #3110 Calgary AB T3N 0P5 ,T3N,2,2,819,Apartment
230000, 279 NW Copperpond Cmn SE #2202 Calgary AB T2Z 1J6 ,T2Z,2,2,801,Apartment
220500, 1155 Falconridge Dr SE #55 Calgary AB T3J 1E1 ,T3J,2,1,995,Townhouse
220000, 60 W Panatella St NW #3203 Calgary AB T3K 0M3 ,T3K,2,2,947,Apartment
214900, 3032 W Rundleson Rd NE #46 Calgary AB T1Y 3Z6 ,T1Y,3,2,1004,Townhouse
214900, 1205 E 53b St SE Calgary AB T2A 1W1 ,T2A,3,1,433,Townhouse
212500, 123 N Mount Selkirk Clos SE Calgary AB T2Z 2R5 ,T2Z,1,1,1851,House
210000, 221 N 6th Ave SE #511 Calgary AB T2G 4Z9 ,T2G,1,1,700,Apartment
187900, 2111 E 14th St SW #202 Calgary AB T2T 3T2 ,T2T,2,1,753,Apartment
169900, 6224 S 17th Ave SE #1414 Calgary AB T2A 7X8 ,T2A,2,1,843,Apartment
110000, 206-2611 15a St SW #206 Calgary AB T2T 4C7 ,T2T,2,1,743,Condo
